name,type,source,latitude,longitude
Fisheries Department,fishing,OpenStreetMap,22.6551166,75.8857563
I LOVE INDORE,artwork,OpenStreetMap,22.7240134,75.8871264
Sukhnivas Palace,castle,OpenStreetMap,22.6691623,75.8026236
MPT -  Tapti Retreat,hotel,OpenStreetMap,21.2995028,76.2223536
Ambika Hotel,hotel,OpenStreetMap,21.2992747,76.2229162
Barahdari,fort,OpenStreetMap,21.2898513,76.2232536
Shanwaara Gate,city_gate,OpenStreetMap,21.3119721,76.2263092
Main Gate - Tricone City,city_gate,OpenStreetMap,22.5921038,75.8982323
Main Gate - Limbodi,city_gate,OpenStreetMap,22.6684901,75.8821308
Main Gate - Krishnodaya Nagar,city_gate,OpenStreetMap,22.6736696,75.8784338
Main Gate - Sant Nagar,city_gate,OpenStreetMap,22.6726921,75.875894
City Gymkhana,sports_centre,OpenStreetMap,22.7041156,75.8600763
Taran Pushkar,sports_centre,OpenStreetMap,22.7061656,75.8434619
Babasaheb Dr. Bhim Rao Ambedkar Statue,artwork,OpenStreetMap,22.7183271,75.8840522
Satguru Girls Hostel,hostel,OpenStreetMap,22.679257,75.8788085
"Bachendri Pal Girls' Hostel, IET DAVV",hostel,OpenStreetMap,22.6802142,75.8782017
Malgudi Days,hotel,OpenStreetMap,23.1176293,75.8010149
Central Government Touring Officers Guest House,guest_house,OpenStreetMap,26.2056552,78.1909762
Madhav Udyan,park,OpenStreetMap,23.5181282,77.8073225
Rash Den,attraction,OpenStreetMap,23.3553258,74.9957477
hotel and truck parking,hotel,OpenStreetMap,21.8099319,76.6931063
HH Maharaja Sir Jiwajirao Scindia Museum,museum,OpenStreetMap,26.2052037,78.1689471
Maharaja Hotel,hotel,OpenStreetMap,22.1782933,75.6535808
Shaheed Tantiya Bhil,artwork,OpenStreetMap,22.504637,75.797547
Main Gate - Shri Krishna Avenue Phase - 1,city_gate,OpenStreetMap,22.6669581,75.8883168
Fitcare Gym,fitness_centre,OpenStreetMap,22.6711105,75.8808754
Hotel Baywatch,hotel,OpenStreetMap,22.6716527,75.8807001
Krantisurya Jannayak Tantiya Bhil Statue,artwork,OpenStreetMap,22.692256,75.8675448
Hotel Prashant,hotel,OpenStreetMap,22.7009035,75.8756115
Maharaja Agrasen Statue,artwork,OpenStreetMap,22.7036809,75.8733123
Aanandam Greens,resort,OpenStreetMap,23.2178377,77.132231
Singinawa Jungle Lodge,hotel,OpenStreetMap,22.1109749,80.5675632
Mukki Forest Rest House,hotel,OpenStreetMap,22.1540225,80.6660037
Canopy Walk Mukki MP Tourism,viewpoint,OpenStreetMap,22.1447401,80.6659245
MPT Safari Lodge,hotel,OpenStreetMap,22.1478843,80.6644515
Kanha Meadows Retreat,hotel,OpenStreetMap,22.1483365,80.6627089
Kanha Pride Resort,hotel,OpenStreetMap,22.1477575,80.6627462
Kanha Museum,museum,OpenStreetMap,22.2826264,80.619798
Mogli Resort,hotel,OpenStreetMap,22.3121854,80.5168682
Kanha tiger safaris & travel agency,information,OpenStreetMap,22.313458,80.5173911
Club Mahindra Resort,hotel,OpenStreetMap,22.3165491,80.4842033
kingfisher Resort,hotel,OpenStreetMap,22.3172824,80.4873759
WIildlife Adventure Group resort,hotel,OpenStreetMap,22.316986,80.4876963
Kusum Resort,hotel,OpenStreetMap,22.3198428,80.4865158
Maharaja Bhoj,artwork,OpenStreetMap,22.0940707,80.5419356
Dr. Ambedkar Park,park,OpenStreetMap,22.1029976,80.5486334
Grand Tiger Resort,hotel,OpenStreetMap,22.1494304,80.6608711
Shergarh Tented Camp,hotel,OpenStreetMap,22.1332596,80.6362689
Peepal Resort,hotel,OpenStreetMap,22.1167185,80.585023
La Faune Resort,hotel,OpenStreetMap,22.1163251,80.585692
Tribal Village Jungle Home Stay,hotel,OpenStreetMap,22.114347,80.5848577
Kanha Bollms Resport,hotel,OpenStreetMap,22.1156375,80.588258
Khapa Jungle Camp,hotel,OpenStreetMap,22.1180051,80.5877874
Istaqbal Hotel,hotel,OpenStreetMap,22.1062229,80.5582675
Vikash Mehre,hotel,OpenStreetMap,22.1057033,80.5565905
Kanha Jungle Lodge,hotel,OpenStreetMap,22.1453481,80.6608298
Banjaar Tola,hotel,OpenStreetMap,22.1445208,80.6577667
Hornbill Resort,hotel,OpenStreetMap,22.1326464,80.6421649
The Kumud - A Forest Bungalow,hotel,OpenStreetMap,22.1271333,80.6343939
Kanha Tiger Valley Resort,hotel,OpenStreetMap,22.1356393,80.6325982
Royal Bamhni Resort,hotel,OpenStreetMap,22.1370607,80.6266951
Bagh Tola,hotel,OpenStreetMap,22.1345099,80.7046885
7 Tigers Resort,hotel,OpenStreetMap,22.1274704,80.6893534
Panchtilak House,hotel,OpenStreetMap,22.0652482,80.7324842
Ripu maneshwar,hotel,OpenStreetMap,22.0618847,80.731807
infinity Resorts,hotel,OpenStreetMap,22.115363,80.7141199
Nature Groove Jungle Camp,hotel,OpenStreetMap,22.1202434,80.7328376
Hotel Rajvihar,hotel,OpenStreetMap,22.472177,78.4374245
Tree House Hideaway,hotel,OpenStreetMap,23.7203592,81.0398681
Lemon Tree Widlife Resort,hotel,OpenStreetMap,23.7230797,81.0386677
Whispering Grass Resort,hotel,OpenStreetMap,23.7274121,81.0446184
Maharaja Royal Retreat Hotel & Resort,hotel,OpenStreetMap,23.7222738,81.0192781
Bandhavgarh School of Art and Art Gallery,gallery,OpenStreetMap,23.7218401,81.0184471
Bandhavgarh Jungle Lodge,hotel,OpenStreetMap,23.7180358,81.0262902
Tara Bandhavgarh Coupan Centre,information,OpenStreetMap,23.720844,81.0175196
Bandhavgarh Forest Booking Office,information,OpenStreetMap,23.7207777,81.0168922
Bandhavgarh museum,museum,OpenStreetMap,23.7205156,81.0176087
The Tiger Valley Reort,hotel,OpenStreetMap,23.707747,80.9838657
MPT White Tiger Forest Lodge,hotel,OpenStreetMap,23.7187672,81.0196097
Nature Heritage Resort,hotel,OpenStreetMap,23.7241995,81.015362
Kings Lodge,hotel,OpenStreetMap,23.7308257,80.9989595
The Untamed Bandhavgarh,hotel,OpenStreetMap,23.7305702,80.9968931
Tala Camp Bandhavgarh,hotel,OpenStreetMap,23.7306408,81.0099655
Officer's Club,sports_centre,OpenStreetMap,22.0929062,79.5477593
Meghdoot luxury hotel and resort,hotel,OpenStreetMap,23.1175315,75.7989752
Kanha Forest Information Center,information,OpenStreetMap,22.4070025,80.6585835
MPT Jungle Resort Sarahi,hotel,OpenStreetMap,22.4070608,80.6601878
Kariwah Camp,information,OpenStreetMap,22.413599,80.577298
Shiva,artwork,OpenStreetMap,23.1767561,75.7700236
Saptarshi,artwork,OpenStreetMap,23.1772767,75.7698264
Lion,artwork,OpenStreetMap,23.1838627,75.7649037
Hotel Emerald Park,hotel,OpenStreetMap,22.6907245,75.8631926
Kabir bhatia khel maidan,park,OpenStreetMap,22.691094,75.8622922
Arjinder singh vilkhu,park,OpenStreetMap,22.6912284,75.862013
Bundelkhand boys hostel,hostel,OpenStreetMap,22.6917268,75.8614212
DD Garden,park,OpenStreetMap,22.6882372,75.862064
children play park,park,OpenStreetMap,26.2115022,78.2016558
kids parks,park,OpenStreetMap,26.2094932,78.2036975
marriage garden,garden,OpenStreetMap,26.212922,78.2003278
public ground,park,OpenStreetMap,26.2143165,78.2037574
gandhi zoological park,zoo,OpenStreetMap,26.2123933,78.2037423
senior citizen cafe,park,OpenStreetMap,26.2093516,78.2062756
GYM KHANA,swimming_pool,OpenStreetMap,22.7055928,75.8600104
KARDA,fitness_centre,OpenStreetMap,22.7054437,75.8588758
CHUNKYS DANCES,dance,OpenStreetMap,22.7051909,75.8589463
LUCKY,fitness_centre,OpenStreetMap,22.7050644,75.8584079
FITNESS POIN,fitness_centre,OpenStreetMap,22.7069264,75.8585455
SK GYM,fitness_centre,OpenStreetMap,22.7071055,75.8561609
veerangna jhalkaribai koli park,park,OpenStreetMap,26.2139059,78.1909919
LNIPE tennis court,pitch,OpenStreetMap,26.217074,78.1917818
kendriya vidyalaya no 1 basketball ground,pitch,OpenStreetMap,26.2154821,78.1916241
sita manor,hotel,OpenStreetMap,26.2135031,78.1922875
tansen residency,hotel,OpenStreetMap,26.2140512,78.1871446
gwalior regency,hotel,OpenStreetMap,26.2147623,78.1881279
moti mahal deluxe,hotel,OpenStreetMap,26.2150382,78.1872272
government guest house,guest_house,OpenStreetMap,26.213961,78.1866938
BAGHEL NIWASS,castle,OpenStreetMap,24.5158946,80.9355879
Belamour Retreat,resort,OpenStreetMap,22.5102644,75.7915438
Hotel The Pannis,hotel,OpenStreetMap,23.2649773,77.4040972
Hotel Sai Dham,hotel,OpenStreetMap,22.3491955,75.4028032
religious monuments,attraction,OpenStreetMap,23.1827698,75.7656586
Ghats,attraction,OpenStreetMap,23.1850929,75.7631823
JJ,camp_site,OpenStreetMap,23.2026412,77.3970287
Puja Homes Park,park,OpenStreetMap,23.160945,79.8711656
Heritage,ruins,OpenStreetMap,26.1952778,78.1808047
Art Gallery,gallery,OpenStreetMap,25.2836037,78.7680766
Sarai,ruins,OpenStreetMap,22.3394334,75.3998919
Chorkot Mosque,ruins,OpenStreetMap,22.3371436,75.3949682
Tomb & Mosque,ruins,OpenStreetMap,22.3385379,75.3963138
Gauhar Mahal,attraction,OpenStreetMap,23.255375,77.3974372
Hotel New Arcadia,hotel,OpenStreetMap,23.1362619,77.4902178
Munimji Cricket Ground MCG,pitch,OpenStreetMap,22.8723856,75.8675791
Bundela Bandhavgarh,hotel,OpenStreetMap,23.733424,81.0121655
Maati Jungle Lodge,resort,OpenStreetMap,23.721582,81.0549745
Palash kothi,hotel,OpenStreetMap,23.7212793,81.0482708
Metro hotel,hotel,OpenStreetMap,21.311304,76.230066
City plaza,hotel,OpenStreetMap,21.3112375,76.2298157
Krishna Temple Garden,garden,OpenStreetMap,22.7307114,78.3566606
Pachmarhi Vihar Colony Garden,garden,OpenStreetMap,22.7262641,78.3569507
Boys Hostel Block 2,hostel,OpenStreetMap,23.0730021,76.860033
Cricket Practice Net,pitch,OpenStreetMap,23.0746597,76.8599173
Boys Hostel Block 1,hostel,OpenStreetMap,23.0750593,76.8598266
Volleyball Court,pitch,OpenStreetMap,23.0745342,76.8602237
Girls Hostel Block 1,hostel,OpenStreetMap,23.0752649,76.8524122
Bee Fall,attraction,OpenStreetMap,22.4742581,78.4081585
Hotel Ambar and Holiday Resort,hotel,OpenStreetMap,21.3104327,76.2253293
Muslim cemetery,memorial,OpenStreetMap,21.3140368,76.2217975
Denva Darshan,attraction,OpenStreetMap,22.5431514,78.4903473
Rest House Garhi,motel,OpenStreetMap,22.2316221,80.7937907
JMD Palace,hotel,OpenStreetMap,23.3265789,75.0139009
Rashi,motel,OpenStreetMap,22.5857956,80.3624646
SMJ International,hotel,OpenStreetMap,22.5969877,80.3590381
Boathouse,attraction,OpenStreetMap,24.65474,75.6028944
RNA Ground,playground,OpenStreetMap,22.7583569,78.3497494
Hotel Lucky Palace,hotel,OpenStreetMap,22.754318,78.357846
Caste Boys Hostel,hostel,OpenStreetMap,22.6316201,80.3627971
Hotel Park View,hotel,OpenStreetMap,22.6331528,80.3637857
Rajpoot Marriage Garden Katra,hotel,OpenStreetMap,22.6376475,80.3628129
Das Parisar,garden,OpenStreetMap,22.732625,78.3546972
SANDEEP RICE MILL,information,OpenStreetMap,23.5314749,80.8124619
Forest Guest House,hostel,OpenStreetMap,23.5262612,80.8245424
Hotel Roop,hotel,OpenStreetMap,23.5235781,80.8305438
Hotel Paradise,hotel,OpenStreetMap,22.4730058,78.4337395
"Pt. Jawaharlal Nehru Memorial, Jabalpur",park,OpenStreetMap,23.1120775,79.8736647
Mahatma Gandhi Memorial,memorial,OpenStreetMap,23.1130763,79.8735679
Gayatri HP Gas Agency,information,OpenStreetMap,23.0397712,80.4399624
Bharat Rice Mill,information,OpenStreetMap,23.3553391,80.8304392
Rani Durgawati Museum,museum,OpenStreetMap,22.605161,80.3628139
Tomb of Asaf Khan,tomb,OpenStreetMap,22.6143858,80.3701318
The Grand Narmada,hotel,OpenStreetMap,22.6263173,80.3657342
AAROHI MARRIAGE GARDEN,hotel,OpenStreetMap,22.6128733,80.3706729
Sun Set View Point,viewpoint,OpenStreetMap,22.3257687,80.435447
Begum Palace,attraction,OpenStreetMap,22.4878035,78.450909
CHANU (AMLA) FROM,park,OpenStreetMap,22.7596113,75.9271409
Gopur colony mark,park,OpenStreetMap,22.685263,75.8302939
Pre Conco Colony Park,park,OpenStreetMap,22.6852425,75.832831
Dusshera Maidan,playground,OpenStreetMap,22.6941913,75.8396385
The World Gym,fitness_centre,OpenStreetMap,22.6873394,75.836426
Gopur Colony Extension Garden,park,OpenStreetMap,22.6843895,75.828338
Vaishali Garden,park,OpenStreetMap,22.6835463,75.8277799
Devendra Nagr Garden,park,OpenStreetMap,22.6843217,75.8401754
Tyagmurti Maharishi Pratima,artwork,OpenStreetMap,22.6841283,75.8362542
Nakhrali Water park,water_park,OpenStreetMap,22.6368737,75.798363
Turf,pitch,OpenStreetMap,22.6480639,75.8229052
Silicon City Gate,city_gate,OpenStreetMap,22.6458229,75.8276973
Kamla Nehru Prani Sangralaya,zoo,OpenStreetMap,22.7042532,75.8778515
Khajarana Ganesh Mandir gate,city_gate,OpenStreetMap,22.7316032,75.9030502
Khajarana Ganesh Mandir Entry Gate,city_gate,OpenStreetMap,22.7301901,75.9077031
Ganeshpuri Park,park,OpenStreetMap,22.7306099,75.9070139
Regional Park,park,OpenStreetMap,22.6770019,75.8561342
Chintaman Bag Ground,park,OpenStreetMap,22.7260826,75.8617104
Devi Ahilya Statue,artwork,OpenStreetMap,22.7185445,75.8556266
The Holkar Gallery,gallery,OpenStreetMap,22.718569,75.8544986
Fish Aquarium Home,aquarium,OpenStreetMap,22.7227035,75.8589936
Shivaji Vatika,artwork,OpenStreetMap,22.710846,75.8828935
shri ram smruti park,park,OpenStreetMap,25.6767097,76.7168514
Dr.green park,park,OpenStreetMap,25.6879643,76.688993
college playground,playground,OpenStreetMap,25.6840055,76.6925409
Dr.Bheem Rao Ambedkar park,park,OpenStreetMap,25.6805082,76.6871722
Solitaire Park,park,OpenStreetMap,22.760518,75.9373214
Ramada Encore by Wyndham Indore Nipania,hotel,OpenStreetMap,22.7575834,75.9307149
sheopur fort,fort,OpenStreetMap,25.6580464,76.6947434
Radhika vilas a heritage resort,resort,OpenStreetMap,25.6948026,76.6875341
sheopur flood relief camapign,camp_pitch,OpenStreetMap,25.6765077,76.6925861
Hotel The Chandra Leela,hotel,OpenStreetMap,22.7539645,75.9341012
Jalsa Resort & Banquets,resort,OpenStreetMap,22.750745,75.9367173
The Park Indore,hotel,OpenStreetMap,22.7452591,75.9317647
Satyabhan Cricket Academy in Indore,sports_centre,OpenStreetMap,22.7466344,75.9328256
Mahesh Drishtiheen Kalyan Sangh Teacher Training Unit,information,OpenStreetMap,22.7557729,75.9021465
common park,park,OpenStreetMap,22.7678172,75.8828811
park,park,OpenStreetMap,23.8562498,78.782369
Boat Club,attraction,OpenStreetMap,22.4585025,78.4188769
Surya Namaskar Site,attraction,OpenStreetMap,22.4611116,78.4206208
Bison Lodge Interpretation Centre,museum,OpenStreetMap,22.462233,78.424352
Mahatma Gandhi,artwork,OpenStreetMap,22.4728946,78.4370461
Nateran Point,attraction,OpenStreetMap,22.4797974,78.4441918
Jai Stambh,pillory,OpenStreetMap,22.4643296,78.4244551
Hotel Krishna Residency,hotel,OpenStreetMap,22.4764045,78.437207
"MPT Champak Bungalow, Pachmarhi",hotel,OpenStreetMap,22.458891,78.4169086
Woodland Adventure Resort,resort,OpenStreetMap,22.459635,78.4154202
Rajat Prapat,attraction,OpenStreetMap,22.4528919,78.4467602
Cave 5 (Varāha Cave),archaeological_site,OpenStreetMap,23.5363125,77.7724056
Cave 1,archaeological_site,OpenStreetMap,23.5325586,77.7706357
Cave 19 (Viṣṇupada cave),archaeological_site,OpenStreetMap,23.5404115,77.7718366
Cave 13 (Nārāyaṇa Cave),archaeological_site,OpenStreetMap,23.5362633,77.7720448
Pachmarhi Sign,attraction,OpenStreetMap,22.478966,78.4391477
Handi Khoh,attraction,OpenStreetMap,22.4401733,78.4250764
Rajendra Giri,attraction,OpenStreetMap,22.4462543,78.4187804
Reechgarh,attraction,OpenStreetMap,22.4676708,78.3904441
Nandi Point,attraction,OpenStreetMap,22.4131402,78.4367374
Dutchess Fall,attraction,OpenStreetMap,22.4704204,78.3871569
Hotel KM,hotel,OpenStreetMap,22.058434,78.9589453
The Fitness Headquarters,fitness_centre,OpenStreetMap,23.2479242,77.3993219
I ❤ Pachmarhi,attraction,OpenStreetMap,22.4644501,78.4241514
Kanha - Mukki Permits,information,OpenStreetMap,22.1546266,80.6731155
Hotel jalsa residency,hotel,OpenStreetMap,23.8781136,78.8132535
Hotel Jaydeep,hotel,OpenStreetMap,23.8782841,78.8134883
Stari Hotels Jabaipur Road sagar,hotel,OpenStreetMap,23.8711587,78.8080718
Hotel prince Palace,hotel,OpenStreetMap,23.8507738,78.791787
Agrawal Hotel,hotel,OpenStreetMap,23.8413091,78.763324
HOTEL SANGAM,hotel,OpenStreetMap,23.8406053,78.7620287
Hotal Royal Palce,hotel,OpenStreetMap,23.8022165,78.7497849
Bundelkhand medical college & Hospital,hostel,OpenStreetMap,23.8209464,78.7543631
Hotel highway hub,hotel,OpenStreetMap,23.8784406,78.8139598
Hotel Sai Aashirwad,hostel,OpenStreetMap,23.8225143,78.7631913
UTD Gym,fitness_centre,OpenStreetMap,23.8249105,78.7647307
HOTEL SUN PATH,hotel,OpenStreetMap,23.8631932,78.7989781
KRUTI  HOSTEL,hostel,OpenStreetMap,23.8585876,78.7997354
Sainik Rest House,guest_house,OpenStreetMap,23.8372587,78.7588878
Circuit House 1,guest_house,OpenStreetMap,23.8361091,78.7595693
Sulabh  Complex,sports_centre,OpenStreetMap,23.8361985,78.7587245
Dr Harisingh Gour  park,park,OpenStreetMap,23.8384455,78.7508487
Hotal usha,hotel,OpenStreetMap,23.8380852,78.742686
Agrawal Lodge,hostel,OpenStreetMap,23.8377367,78.7410231
Hotel Vandana,hotel,OpenStreetMap,23.8448816,78.7407325
GEDAJI DHARAMASHALA,motel,OpenStreetMap,23.8447379,78.7403985
Hotal Sablok,hotel,OpenStreetMap,23.8420434,78.7402056
Bilaiya Heeng,bowling_alley,OpenStreetMap,23.8398431,78.7404756
Chin Dhaba,hotel,OpenStreetMap,24.5379161,81.0058891
BSNL Office,alpine_hut,OpenStreetMap,23.8403456,78.7407321
Mehta Enterprises,castle,OpenStreetMap,23.8391085,78.7431352
Oshi Guest House,guest_house,OpenStreetMap,23.840152,78.7281703
collection O 83051 Hrg Destiny,hotel,OpenStreetMap,23.8408351,78.7295279
Guru Sant Niwas Bhawan,guest_house,OpenStreetMap,23.8518627,78.7210703
OyO49318Bm Hotal,motel,OpenStreetMap,23.8468883,78.7280855
Rakroniya Managal Bhavan,wilderness_hut,OpenStreetMap,23.847121,78.7928856
Madhyapradesh Vidhut Vibhag,wilderness_hut,OpenStreetMap,23.8454888,78.7964558
Hotel Jayram palace,hotel,OpenStreetMap,23.8512667,78.7931111
Mahakavi Padmakar  Auditorium,bandstand,OpenStreetMap,23.8382824,78.7268262
Hotel Big Boy,hotel,OpenStreetMap,23.8375087,78.7216037
Hotel The Grand palace,hotel,OpenStreetMap,23.8358503,78.7165402
Raghav Garden,garden,OpenStreetMap,23.8365926,78.7164783
Shree Nathji Guest house,hotel,OpenStreetMap,23.8336226,78.7075925
R One Lnn,hostel,OpenStreetMap,23.8459906,78.7448162
Gourav Boss Tea Stayl,hostel,OpenStreetMap,23.8560201,78.7023404
Hiotel KT  Khemtara,hotel,OpenStreetMap,23.8565177,78.7036136
Hotel Ram Saroj palace 3.8  1777,hostel,OpenStreetMap,23.8469874,78.7475452
Lakshminarayan Garden,hostel,OpenStreetMap,23.8445096,78.732985
Ravi Medical,memorial,OpenStreetMap,23.8449223,78.7341656
Hotel Royal Sagar,hostel,OpenStreetMap,23.8491689,78.7399349
Hotel Golden LEAF,hostel,OpenStreetMap,23.848706,78.740158
Hotel  Trambakeraj Palace,hostel,OpenStreetMap,23.8496454,78.7402402
Hotel Karishma,hostel,OpenStreetMap,23.8481627,78.7424019
HOTEL GANDHARV 3.4.(109),hostel,OpenStreetMap,23.8475437,78.738504
Hotel ruhee Place,hostel,OpenStreetMap,23.8487179,78.7423614
Hotel Ashiyana,hostel,OpenStreetMap,23.8482007,78.7426781
OYO 60865 Yash Inn,hostel,OpenStreetMap,23.8520057,78.7435409
HOTEl Harsh Residency & Restauraant,hotel,OpenStreetMap,23.8835594,78.8184075
Bhabha Hostel,guest_house,OpenStreetMap,23.8174879,78.7664711
Aacharya Shankar Bhawan,guest_house,OpenStreetMap,23.8244744,78.7719758
GOVT. KABIR bOYS (UG) hOSTEL,guest_house,OpenStreetMap,23.8195327,78.7680559
Ashirvad 3 Star HOTEL,guest_house,OpenStreetMap,23.8369274,78.7615288
Guest House / Visitors House,guest_house,OpenStreetMap,23.8256768,78.7720488
Raman Hostel,guest_house,OpenStreetMap,23.8183427,78.7673139
PRIYATI  CYBER POINT,hostel,OpenStreetMap,23.8116709,78.7419077
Century Garden,garden,OpenStreetMap,23.8219796,78.7412743
Jain Dharmshala,hostel,OpenStreetMap,23.8151558,78.7231322
HOTEL SAROJ SAGAR,hotel,OpenStreetMap,23.8266278,78.7279139
sHAKYAWAR kORI SAMAJ DHARMSALA,hostel,OpenStreetMap,23.8327582,78.7287214
SPOT ON 71982 Kanhaiya Vatika,hostel,OpenStreetMap,23.8191463,78.7204754
Yadav Hotel,hotel,OpenStreetMap,23.8486785,78.7301496
Thakur,hotel,OpenStreetMap,23.8483885,78.7302409
OYO HOME 87249 Royal,hostel,OpenStreetMap,23.8493332,78.7292539
POP 82008 Hotel Royal,hotel,OpenStreetMap,23.8491809,78.7296874
Mahadev tea stall,hostel,OpenStreetMap,23.8030297,78.7491633
Shubhank Garden,guest_house,OpenStreetMap,23.9597577,78.8961877
Shri Jawaharlal Nehru Park Banda,park,OpenStreetMap,24.0434703,78.9547209
Hotel Ram Sarthi,guest_house,OpenStreetMap,24.0373789,78.9606705
HOTEL  MAHAVEER,guest_house,OpenStreetMap,24.0428581,78.9636884
Jai maa Sharda  Raksha Hotal and ........,hostel,OpenStreetMap,23.8728109,78.9006882
Atal bihari bajpeyi  Khalprisar parasiya,park,OpenStreetMap,23.7933103,79.0643457
Sahil,hostel,OpenStreetMap,23.7826383,79.1456732
Mayra Hostel Sagar,hostel,OpenStreetMap,23.8087141,78.8037545
Govt Hostel Sironja,hostel,OpenStreetMap,23.8098019,78.8045195
Hotel & Resturant Khyati,motel,OpenStreetMap,23.7912536,78.807628
Kriti Hotel,resort,OpenStreetMap,23.759052,78.8369088
Government Boys Hostel,guest_house,OpenStreetMap,23.6855938,78.9418381
Statue of Rani Lakshmi Bai,artwork,OpenStreetMap,23.8514784,78.7912223
Rani Lakshmi Bai Statue,artwork,OpenStreetMap,22.7257547,75.8458099
Rebel Fit- Fitness Center,fitness_centre,OpenStreetMap,23.1173179,79.975515
Vijan Mahal Hotel,hotel,OpenStreetMap,23.1236465,79.9676114
Shaheed Bhagat Singh,artwork,OpenStreetMap,22.7604403,78.3491793
Rehli Cricket Ground,pitch,OpenStreetMap,23.6415897,79.0653511
Kail parishar,pitch,OpenStreetMap,23.6394003,79.0701621
The New Pravesh Residence Hotel and.....,motel,OpenStreetMap,23.6397105,79.0592859
Rehli Cricker Ground,park,OpenStreetMap,23.6420932,79.0655789
Hotel Sunset Orchha,hotel,OpenStreetMap,25.3517439,78.636166
Hotel Suraj Shree Palace.....,motel,OpenStreetMap,23.6384857,79.0590082
Sapre Ji Family,motel,OpenStreetMap,23.6305094,79.0592982
Shree Tara Heritage,resort,OpenStreetMap,23.49759,77.7629011
Traffic Aid Post,motel,OpenStreetMap,23.7231455,78.8095427
Ransika mewat dhaba,motel,OpenStreetMap,23.6518029,78.8232498
Shree Devnarayan Rajasthani Hotal,motel,OpenStreetMap,23.6515965,78.823753
Rangir Mandir Tiraha,bird_hide,OpenStreetMap,23.5779463,78.8769622
Jain Mandir,alpine_hut,OpenStreetMap,23.5140045,78.9375708
Subh  Marriage Garden,garden,OpenStreetMap,23.5261073,78.9297953
Quila  Gourjhamar gond  vansh,castle,OpenStreetMap,23.5249185,78.938575
Shree Arun Palace,motel,OpenStreetMap,23.4051814,79.0232033
Hotel Jay Shriram,motel,OpenStreetMap,23.4066362,79.0206625
Temple Play Ground,playground,OpenStreetMap,23.2291422,77.494615
K K Hotel & Loj,hotel,OpenStreetMap,23.4021689,79.0213705
Shubham Restaurant & Lodging,motel,OpenStreetMap,23.3968805,79.0199807
Beerngna Jhlkaribai Park Deori,park,OpenStreetMap,23.3943327,79.0184462
Paras Lodge,hotel,OpenStreetMap,23.3918915,79.0184845
OYO  46000 Mayurbaag Resort,motel,OpenStreetMap,23.7937263,78.7595471
Shrikant Yadav Hotel,motel,OpenStreetMap,23.7708773,78.7647004
Aaganbadi Kendra Hinnod,museum,OpenStreetMap,23.6962092,78.6858634
Rahul Rajput,chalet,OpenStreetMap,23.667861,78.6577072
Fairy farm and motel,motel,OpenStreetMap,23.1743276,77.020692
Digambaer Jain Bada   Mandir,alpine_hut,OpenStreetMap,23.6255673,78.573782
Hotel Abhinandan,hotel,OpenStreetMap,23.8256387,78.6873718
Adarsh Residecy Colony Park,park,OpenStreetMap,23.8306075,78.7057368
Teaffic Park Sagar,park,OpenStreetMap,23.8227638,78.7414332
Hotel Shehnai Garden Sagar,motel,OpenStreetMap,23.8360905,78.7499393
Pandit D.U. Chouk,camp_site,OpenStreetMap,23.8367398,78.7499851
Tili Hospitals,motel,OpenStreetMap,23.8555127,78.6429885
Dr. Vijay Munot Farms,caravan_site,OpenStreetMap,23.8595074,78.6218528
Dubai Hotel  Naryauli,motel,OpenStreetMap,23.9056689,78.5937494
Vadansh Teesta,motel,OpenStreetMap,23.9103189,78.5887472
Om Sai Ram Dharm Kanta  Naryauli,bird_hide,OpenStreetMap,23.9198959,78.5726918
Dhasan River Road Bridge,bird_hide,OpenStreetMap,23.9321761,78.5565451
Maa Harsiddhi Marriage Hall And Mairij Garden,park,OpenStreetMap,24.0027529,78.4014832
Sargem Hoterl,motel,OpenStreetMap,24.0318566,78.3472785
Shree Radhe            hotel,motel,OpenStreetMap,24.0328193,78.346167
Shree Narayan Marriage Garden & Hotel,motel,OpenStreetMap,24.0331914,78.3455865
K.K. Paiace Khurai,motel,OpenStreetMap,24.0339288,78.3443064
Sagun Mairij Hal,motel,OpenStreetMap,24.0379068,78.3367336
Jhanda Chauk Khurai,camp_site,OpenStreetMap,24.0417373,78.3293169
Khajau Talaiya,sports_centre,OpenStreetMap,24.0425841,78.3246655
Guru Kripa Marriage Garden,park,OpenStreetMap,24.054309,78.3219401
Gurukul Ground,stadium,OpenStreetMap,24.0561321,78.3276305
Lokpriya Lodge,motel,OpenStreetMap,24.0519974,78.3295698
Nehru Stadium Khurai,stadium,OpenStreetMap,24.0511726,78.3297666
Shehnai Garden Hotel & Resteurent,motel,OpenStreetMap,24.0435737,78.332792
Chhatpuria Hotel & Garden,motel,OpenStreetMap,24.0560429,78.3137451
Hotel Shri Gurukripa,motel,OpenStreetMap,24.1806974,78.2075698
Spot On  63237 Shri Siddhi Vinayak Hotel,motel,OpenStreetMap,24.184143,78.2054927
Taaran Taran DharamShala,motel,OpenStreetMap,24.1839022,78.2047827
Hotel Avadh Shree,motel,OpenStreetMap,24.1854272,78.2057869
Hotel Vandana Paiace,motel,OpenStreetMap,24.1859956,78.205623
OYO 67935 Hotel Natraj,motel,OpenStreetMap,24.1827257,78.2022338
Hotel Royal Mark Bina,motel,OpenStreetMap,24.1794028,78.1969161
